"Velocity: Magnitude (m/s)","Velocity[i] (m/s)","Velocity[j] (m/s)","Velocity[k] (m/s)","Pressure (Pa)","X (m)","Y (m)","Z (m)"
2.4499391150357,2.27489280700684,-0.909430801868439,2.49674267251976e-05,-33.80425062234,-0.028,-0.015,0
40.4844790355241,40.2670021057129,-4.18141508102417,0.27812248468399,-42.3536705487734,-0.028,-0.015,0.001075
40.4844790355241,40.2670021057129,-4.18141508102417,0.27812248468399,-42.3536705487734,-0.028,-0.015,0.00215
40.8435084124343,40.5408935546875,-4.9582052230835,0.210547357797623,-32.6368247999169,-0.028,-0.015,0.003225
40.8435084124343,40.5408935546875,-4.9582052230835,0.210547357797623,-32.6368247999169,-0.028,-0.015,0.0043
40.8435084124343,40.5408935546875,-4.9582052230835,0.210547357797623,-32.6368247999169,-0.028,-0.015,0.005375
40.8435084124343,40.5408935546875,-4.9582052230835,0.210547357797623,-32.6368247999169,-0.028,-0.015,0.00645
40.8435084124343,40.5408935546875,-4.9582052230835,0.210547357797623,-32.6368247999169,-0.028,-0.015,0.007525
40.3980534398173,40.220703125,-3.78114676475525,0.0262868851423264,-5.64730955134382,-0.028,-0.015,0.0086
40.3980534398173,40.220703125,-3.78114676475525,0.0262868851423264,-5.64730955134382,-0.028,-0.015,0.009675
40.3980534398173,40.220703125,-3.78114676475525,0.0262868851423264,-5.64730955134382,-0.028,-0.015,0.01075
40.3980534398173,40.220703125,-3.78114676475525,0.0262868851423264,-5.64730955134382,-0.028,-0.015,0.011825
40.3980534398173,40.220703125,-3.78114676475525,0.0262868851423264,-5.64730955134382,-0.028,-0.015,0.0129
40.3980534398173,40.220703125,-3.78114676475525,0.0262868851423264,-5.64730955134382,-0.028,-0.015,0.013975
40.4907663832032,40.3500480651855,-3.36827087402344,-0.174741968512535,-17.1804561610444,-0.028,-0.015,0.01505
40.4907663832032,40.3500480651855,-3.36827087402344,-0.174741968512535,-17.1804561610444,-0.028,-0.015,0.016125
40.4907663832032,40.3500480651855,-3.36827087402344,-0.174741968512535,-17.1804561610444,-0.028,-0.015,0.0172
39.4091366402629,39.1325988769531,-4.65044689178467,-0.305122226476669,-10.8195046738125,-0.028,-0.015,0.018275
39.4091366402629,39.1325988769531,-4.65044689178467,-0.305122226476669,-10.8195046738125,-0.028,-0.015,0.01935
39.4091366402629,39.1325988769531,-4.65044689178467,-0.305122226476669,-10.8195046738125,-0.028,-0.015,0.020425
2.37513637886341,2.16231417655945,-0.982685208320618,-3.73939983546734e-05,-13.9030146597671,-0.028,-0.015,0.0215
